Record Length,2500,Points,99.999997474E-6,200.00000298E-3,
Sample Interval,400.00000467E-9,s,100.4000005E-6,200.00000298E-3,
Trigger Point,-249.99999076,Samples,100.7999963E-6,800.000011921E-3,
,,,101.1999993E-6,800.000011921E-3,
,,,101.5999951E-6,1.4000000,
,,,101.9999982E-6,1.2000000,
Source,CH1,,102.3999939E-6,1.6000000,
Vertical Units,Volts,,102.7999970E-6,1.8000001,
Vertical Scale,5.00000007,,103.2000000E-6,2.0000000,
Vertical Offset,0,,103.5999958E-6,2.0000000,
Horizontal Units,s,,103.9999988E-6,2.79999995,
Horizontal Scale,100.0000012E-6,,104.3999946E-6,2.4000001,
Pt Fmt,Y,,104.7999976E-6,2.2000000,
Yzero,280.00000000E-3,,105.2000007E-6,2.4000001,
Probe Atten,10.0000000,,105.5999965E-6,2.6000001,
,,,105.9999995E-6,2.6000001,
Note,TBS 1052B-EDU - 16:33:09   2025-11-20,,106.3999953E-6,2.4000001,
,,,106.7999983E-6,2.4000001,
,,,107.1999941E-6,2.4000001,
,,,107.5999971E-6,2.0000000,
,,,108.0000002E-6,1.8000001,
,,,108.3999960E-6,1.8000001,
,,,108.7999990E-6,1.4000000,
,,,109.1999948E-6,1.6000000,
,,,109.5999978E-6,800.000011921E-3,
,,,110.0000009E-6,1.2000000,
,,,110.3999966E-6,400.00000596E-3,
,,,110.7999997E-6,200.00000298E-3,
,,,111.1999954E-6,0.0,
,,,111.5999985E-6,-200.00000298E-3,
,,,111.9999943E-6,-600.000023842E-3,
,,,112.3999973E-6,-800.000011921E-3,
,,,112.8000004E-6,-1.4000000,
,,,113.1999961E-6,-1.4000000,
,,,113.5999992E-6,-2.0000000,
,,,113.9999949E-6,-1.8000001,
,,,114.3999980E-6,-2.4000001,
,,,114.8000010E-6,-2.2000000,
,,,115.1999968E-6,-2.6000001,
,,,115.5999998E-6,-2.6000001,
,,,115.9999956E-6,-2.79999995,
,,,116.3999987E-6,-2.79999995,
,,,116.7999944E-6,-3.40000010,
,,,117.1999975E-6,-3.40000010,
,,,117.6000005E-6,-3.20000005,
,,,117.9999963E-6,-3.40000010,
,,,118.3999993E-6,-3.20000005,
,,,118.7999951E-6,-3.20000005,
,,,119.1999982E-6,-3.20000005,
,,,119.6000012E-6,-3.20000005,
,,,119.9999970E-6,-2.79999995,
,,,120.4000000E-6,-3.00000000,
,,,120.7999958E-6,-2.6000001,
,,,121.1999988E-6,-2.6000001,
,,,121.5999946E-6,-2.2000000,
,,,121.9999976E-6,-2.2000000,
,,,122.4000007E-6,-1.6000000,
,,,122.8000037E-6,-1.8000001,
,,,123.1999922E-6,-1.000000,
,,,123.5999953E-6,-1.2000000,
,,,123.9999983E-6,-400.00000596E-3,
,,,124.4000014E-6,-400.00000596E-3,
,,,124.8000044E-6,200.00000298E-3,
,,,125.1999929E-6,0.0,
,,,125.5999960E-6,600.000023842E-3,
,,,125.9999990E-6,600.000023842E-3,
,,,126.4000020E-6,1.000000,
,,,126.7999905E-6,1.4000000,
,,,127.1999936E-6,1.8000001,
,,,127.5999966E-6,1.6000000,
,,,127.9999997E-6,2.0000000,
,,,128.4000027E-6,2.2000000,
,,,128.7999912E-6,2.2000000,
,,,129.1999943E-6,2.2000000,
,,,129.5999973E-6,2.6000001,
,,,130.0000004E-6,2.4000001,
,,,130.4000034E-6,2.4000001,
,,,130.7999919E-6,2.6000001,
,,,131.1999949E-6,2.4000001,
,,,131.5999980E-6,2.2000000,
,,,132.0000010E-6,2.2000000,
,,,132.4000041E-6,2.0000000,
,,,132.7999926E-6,2.0000000,
,,,133.1999956E-6,2.2000000,
,,,133.5999987E-6,1.8000001,
,,,134.0000017E-6,1.8000001,
,,,134.4000048E-6,1.4000000,
,,,134.7999932E-6,1.2000000,
,,,135.1999963E-6,800.000011921E-3,
,,,135.5999993E-6,400.00000596E-3,
,,,136.0000024E-6,200.00000298E-3,
,,,136.3999909E-6,400.00000596E-3,
,,,136.7999939E-6,-400.00000596E-3,
,,,137.1999970E-6,-400.00000596E-3,
,,,137.6000000E-6,-1.2000000,
,,,138.0000031E-6,-1.000000,
,,,138.3999916E-6,-1.4000000,
,,,138.7999946E-6,-1.4000000,
,,,139.1999976E-6,-2.0000000,
,,,139.6000007E-6,-2.0000000,
,,,140.0000037E-6,-2.4000001,
,,,140.3999922E-6,-2.79999995,
,,,140.7999953E-6,-3.00000000,
,,,141.1999983E-6,-2.79999995,
,,,141.6000014E-6,-3.20000005,
,,,142.0000044E-6,-3.20000005,
,,,142.3999929E-6,-3.20000005,
,,,142.7999960E-6,-3.40000010,
,,,143.1999990E-6,-3.60000014,
,,,143.6000020E-6,-3.40000010,
,,,144.0000051E-6,-3.20000005,
,,,144.3999936E-6,-3.40000010,
,,,144.7999966E-6,-3.00000000,
,,,145.1999997E-6,-2.79999995,
,,,145.6000027E-6,-2.79999995,
,,,145.9999912E-6,-2.79999995,
,,,146.3999943E-6,-2.2000000,
,,,146.7999973E-6,-2.4000001,
,,,147.2000004E-6,-1.8000001,
,,,147.6000034E-6,-2.0000000,
,,,147.9999919E-6,-1.4000000,
,,,148.3999949E-6,-1.2000000,
,,,148.79999799E-6,-1.000000,
,,,149.20000103E-6,-800.000011921E-3,
,,,149.60000408E-6,0.0,
,,,149.99999257E-6,-200.00000298E-3,
,,,150.39999562E-6,200.00000298E-3,
,,,150.79999866E-6,400.00000596E-3,
,,,151.20000171E-6,800.000011921E-3,
,,,151.60000476E-6,600.000023842E-3,
,,,151.99999325E-6,1.4000000,
,,,152.39999630E-6,1.6000000,
,,,152.79999934E-6,1.8000001,
,,,153.20000239E-6,1.8000001,
,,,153.59999088E-6,2.4000001,
,,,153.99999393E-6,2.0000000,
,,,154.39999697E-6,2.4000001,
,,,154.80000002E-6,2.6000001,
,,,155.20000306E-6,2.4000001,
,,,155.59999156E-6,2.6000001,
,,,155.99999460E-6,2.4000001,
,,,156.39999765E-6,2.4000001,
,,,156.80000070E-6,2.4000001,
,,,157.20000374E-6,2.4000001,
,,,157.59999224E-6,2.0000000,
,,,157.99999528E-6,2.0000000,
,,,158.39999833E-6,1.8000001,
,,,158.80000137E-6,2.0000000,
,,,159.20000442E-6,1.6000000,
,,,159.59999291E-6,1.6000000,
,,,159.99999596E-6,800.000011921E-3,
,,,160.39999900E-6,1.000000,
,,,160.80000205E-6,400.00000596E-3,
,,,161.20000510E-6,400.00000596E-3,
,,,161.59999359E-6,-200.00000298E-3,
,,,161.99999664E-6,0.0,
,,,162.39999968E-6,-600.000023842E-3,
,,,162.80000273E-6,-800.000011921E-3,
,,,163.19999122E-6,-1.4000000,
,,,163.59999427E-6,-1.4000000,
,,,163.99999731E-6,-2.0000000,
,,,164.40000036E-6,-1.8000001,
,,,164.80000340E-6,-2.4000001,
,,,165.19999190E-6,-2.4000001,
,,,165.59999494E-6,-2.79999995,
,,,165.99999799E-6,-2.79999995,
,,,166.40000104E-6,-3.00000000,
,,,166.80000408E-6,-3.00000000,
,,,167.19999257E-6,-3.00000000,
,,,167.59999562E-6,-3.00000000,
,,,167.99999867E-6,-3.20000005,
,,,168.40000171E-6,-3.40000010,
,,,168.80000476E-6,-3.20000005,
,,,169.19999325E-6,-3.20000005,
,,,169.59999630E-6,-3.40000010,
,,,169.99999934E-6,-3.00000000,
,,,170.40000239E-6,-2.79999995,
,,,170.80000544E-6,-3.00000000,
,,,171.19999393E-6,-2.4000001,
,,,171.59999697E-6,-2.6000001,
,,,172.00000002E-6,-2.2000000,
,,,172.40000307E-6,-2.0000000,
,,,172.79999156E-6,-1.8000001,
,,,173.19999461E-6,-1.8000001,
,,,173.59999765E-6,-1.000000,
,,,174.00000070E-6,-1.2000000,
,,,174.40000374E-6,-400.00000596E-3,
,,,174.79999224E-6,-400.00000596E-3,
,,,175.19999528E-6,0.0,
,,,175.59999833E-6,200.00000298E-3,
,,,176.00000137E-6,800.000011921E-3,
,,,176.40000442E-6,800.000011921E-3,
,,,176.79999291E-6,1.000000,
,,,177.19999596E-6,1.4000000,
,,,177.59999901E-6,1.8000001,
,,,178.00000205E-6,1.6000000,
,,,178.40000510E-6,2.2000000,
,,,178.79999359E-6,2.2000000,
,,,179.19999664E-6,2.2000000,
,,,179.59999968E-6,2.4000001,
,,,180.00000273E-6,2.4000001,
,,,180.39999122E-6,2.4000001,
,,,180.79999427E-6,2.6000001,
,,,181.19999731E-6,2.6000001,
,,,181.60000036E-6,2.4000001,
,,,182.00000341E-6,2.4000001,
,,,182.39999190E-6,2.2000000,
,,,182.79999495E-6,2.0000000,
,,,183.19999799E-6,2.2000000,
,,,183.60000104E-6,2.0000000,
,,,184.00000408E-6,1.4000000,
,,,184.39999258E-6,1.8000001,
,,,184.79999562E-6,1.2000000,
,,,185.19999867E-6,1.2000000,
,,,185.60000171E-6,800.000011921E-3,
,,,186.00000476E-6,400.00000596E-3,
,,,186.39999325E-6,0.0,
,,,186.79999630E-6,-200.00000298E-3,
,,,187.19999935E-6,-400.00000596E-3,
,,,187.60000239E-6,-600.000023842E-3,
,,,188.00000544E-6,-1.000000,
,,,188.39999393E-6,-1.000000,
,,,188.79999698E-6,-1.8000001,
,,,189.20000002E-6,-1.6000000,
,,,189.60000307E-6,-2.2000000,
,,,189.99999156E-6,-2.0000000,
,,,190.39999461E-6,-2.79999995,
,,,190.79999765E-6,-2.6000001,
,,,191.20000070E-6,-3.20000005,
,,,191.60000375E-6,-2.79999995,
,,,191.99999224E-6,-3.40000010,
,,,192.39999529E-6,-3.20000005,
,,,192.79999833E-6,-3.40000010,
,,,193.20000138E-6,-3.40000010,
,,,193.60000442E-6,-3.40000010,
,,,193.99999292E-6,-3.40000010,
,,,194.39999596E-6,-3.00000000,
,,,194.79999901E-6,-3.40000010,
,,,195.20000205E-6,-2.79999995,
,,,195.60000510E-6,-3.00000000,
,,,195.99999359E-6,-3.00000000,
,,,196.39999664E-6,-2.6000001,
,,,196.79999969E-6,-2.2000000,
,,,197.20000273E-6,-2.2000000,
,,,197.60000578E-6,-1.8000001,
,,,197.99999427E-6,-1.8000001,
,,,198.39999732E-6,-1.4000000,
,,,198.80000036E-6,-1.2000000,
,,,199.20000341E-6,-600.000023842E-3,
,,,199.59999190E-6,-400.00000596E-3,
,,,199.99999495E-6,0.0,
,,,200.39999799E-6,0.0,
,,,200.80000104E-6,600.000023842E-3,
,,,201.20000408E-6,600.000023842E-3,
,,,201.59999258E-6,1.2000000,
,,,201.99999562E-6,1.000000,
,,,202.39999867E-6,1.4000000,
,,,202.80000172E-6,1.4000000,
,,,203.20000476E-6,1.8000001,
,,,203.59999326E-6,1.8000001,
,,,203.99999630E-6,2.4000001,
,,,204.39999935E-6,2.2000000,
,,,204.80000239E-6,2.4000001,
,,,205.20000544E-6,2.6000001,
,,,205.59999393E-6,2.4000001,
,,,205.99999698E-6,2.4000001,
,,,206.40000002E-6,2.6000001,
,,,206.80000307E-6,2.4000001,
,,,207.19999156E-6,2.6000001,
,,,207.59999461E-6,2.4000001,
,,,207.99999766E-6,2.2000000,
,,,208.40000070E-6,2.2000000,
,,,208.80000375E-6,1.6000000,
,,,209.19999224E-6,1.8000001,
,,,209.59999529E-6,1.4000000,
,,,209.99999833E-6,1.4000000,
,,,210.40000138E-6,800.000011921E-3,
,,,210.80000442E-6,800.000011921E-3,
,,,211.19999292E-6,400.00000596E-3,
,,,211.59999596E-6,200.00000298E-3,
,,,211.99999901E-6,-200.00000298E-3,
,,,212.40000206E-6,-400.00000596E-3,
,,,212.80000510E-6,-800.000011921E-3,
,,,213.19999360E-6,-1.000000,
,,,213.59999664E-6,-1.4000000,
,,,213.99999969E-6,-1.6000000,
,,,214.40000273E-6,-1.8000001,
,,,214.80000578E-6,-2.2000000,
,,,215.19999427E-6,-2.2000000,
,,,215.59999732E-6,-2.4000001,
,,,216.00000036E-6,-2.79999995,
,,,216.40000341E-6,-2.79999995,
,,,216.79999190E-6,-3.00000000,
,,,217.19999495E-6,-3.00000000,
,,,217.59999800E-6,-3.60000014,
,,,218.00000104E-6,-3.20000005,
,,,218.40000409E-6,-3.20000005,
,,,218.79999258E-6,-3.20000005,
,,,219.19999563E-6,-3.20000005,
,,,219.59999867E-6,-3.00000000,
,,,220.00000172E-6,-3.20000005,
,,,220.40000476E-6,-3.20000005,
,,,220.79999326E-6,-3.00000000,
,,,221.19999630E-6,-3.00000000,
,,,221.59999935E-6,-2.4000001,
,,,222.00000240E-6,-2.6000001,
,,,222.40000544E-6,-2.2000000,
,,,222.79999394E-6,-2.2000000,
